4	||T|| ||T|| I would love to help! Would like to write a blog post on this on missdestructo.com  ...Thanks, good idea!
4	Woo. Hope this week isnt as slow as last week.
0	I dont wanna go to work today!
0	I can feel the distance increasing between me and a friend I've known for years. It sucks, but really, we just can't relate anymore.
4	||T||  Hi Nicole, are you in La. ? Do you like New Orleans bands ?
0	got woken up by a phone call from work, asking her to come in ASAP.
0	||T|| im hungry too
4	at work, running around like crazy! we be BUSY!
0	||T|| Unfair!!! US Only  I can't afford a Drobo here in Australia, they are twice the price of the retail price in the US.
4	||T|| I'm so sad. I really wish whenever I logged into Aim you'd be there ;( i guess we have bad timing LoL. Georgia trip this weekend
0	I couldn't sleep last night so I took a sleeping pill, now I feel drunk
4	||T|| ha ha, that sounds great!
4	That was kinda wack but in a good way cus I was with good people.  The ending was the best part  Good night all.
4	LOL, they fucken owned
0	Getting up and starting the day..it's chilly out,
0	slept thru the alarm again...wtf? I've always been able to wake up early until recently
4	||T|| we're waiting for you guys in Chile!
0	Work time
0	fighting the fever! ugh.  I think I'm coming down with something bad.
4	||T|| NO NO -i would say &quot;thank you&quot; instead and smile
4	&quot;Manele Beton&quot; ma urmareste pe Twitter. How cool is that?
4	. ||T|| FYI, if you use the IBM JVM you can trigger a heapdump on all sorts of events using the -Xdump flag (I wrote the dump code
4	It's a beautiful sunny california morning
0	Face book blocked in office. so searching fro new options
4	Rehearsal finished. Rehearsal dinner finished. Now to go back to moms and sleep
4	Yeah Farmer's Market tomorrow!
4	||T|| if i could eat only one thing it would be potatoes. i know, boring huh. but they are my favorite.
4	Prom was fun. Off to the diner for some grub.
4	||T|| overwhelmed by well-wishing responders?
4	exam was soo  easy and i saw morgy pie
4	i got my nails done and they look fabulous
0	Breakfast with the fam...last morning in Chicago
4	||U||  absolutely beautiful  i love the serenade played on the violin
0	Taking Carley to the airport then off to  rehearsal
4	Is spending the nite at the boyfriends
4	||T|| geez Jess, what is this Amateur Hour? Don't use the ATM at the bar is like, rule 2 of fight club
4	En route to the south. Weather looks horrid... But I'm in a surprisingly good mood
4	||T|| Nice Bold. I didn't know you owned a BlackBerry. Rest assured, it's much better than the HTC Apache BAM phone I had at Nortel
4	||T|| Wow, you're particularly unlucky - let me look into why.  Don't give up hope - I won't!
4	Happy it's the WEEKEND!!!!  Anybody out there have any special weekend plans??
4	||T|| superwoman with oven mitts. you rock.
